replicate,rank,top-1320 model,top-1320 acquired
24,3,0.14545454545454545,0.013636363636363636
24,4,0.2196969696969697,0.021212121212121213
24,5,0.19696969696969696,0.026515151515151516
25,0,0.08257575757575758,0.0
25,1,0.11818181818181818,0.0
25,2,0.08787878787878788,0.0007575757575757576
25,3,0.05378787878787879,0.0030303030303030303
25,4,0.08787878787878788,0.003787878787878788
25,5,0.08636363636363636,0.009848484848484848
26,0,0.09242424242424242,0.0
26,1,0.15833333333333333,0.004545454545454545
26,2,0.16363636363636364,0.011363636363636364
26,3,0.18787878787878787,0.020454545454545454
26,4,0.20303030303030303,0.02727272727272727
26,5,0.19545454545454546,0.03333333333333333
27,0,0.019696969696969695,0.0
27,1,0.006060606060606061,0.0007575757575757576
27,2,0.01818181818181818,0.0007575757575757576
27,3,0.030303030303030304,0.0007575757575757576
27,4,0.051515151515151514,0.0015151515151515152
27,5,0.07196969696969698,0.0030303030303030303
28,0,0.056818181818181816,0.0007575757575757576
28,1,0.07727272727272727,0.004545454545454545
28,2,0.058333333333333334,0.005303030303030303
28,3,0.07878787878787878,0.007575757575757576
28,4,0.09015151515151515,0.010606060606060607
28,5,0.13257575757575757,0.014393939393939395
29,0,0.07272727272727272,0.0
29,1,0.00909090909090909,0.0007575757575757576
29,2,0.020454545454545454,0.0022727272727272726
29,3,0.03257575757575758,0.003787878787878788
29,4,0.05,0.005303030303030303
29,5,0.04242424242424243,0.005303030303030303
30,0,0.17424242424242425,0.0007575757575757576
30,1,0.14924242424242423,0.012121212121212121
30,2,0.1787878787878788,0.019696969696969695
30,3,0.21363636363636362,0.030303030303030304
30,4,0.24772727272727274,0.03939393939393939
30,5,0.23333333333333334,0.051515151515151514
