replicate,rank,top-1320 model,top-1320 acquired
13,5,0.1696969696969697,0.03484848484848485
14,0,0.14696969696969697,0.0022727272727272726
14,1,0.07878787878787878,0.0022727272727272726
14,2,0.10909090909090909,0.003787878787878788
14,3,0.1143939393939394,0.008333333333333333
14,4,0.10984848484848485,0.012878787878787878
14,5,0.1856060606060606,0.01893939393939394
15,0,0.16742424242424242,0.0030303030303030303
15,1,0.13863636363636364,0.009848484848484848
15,2,0.12878787878787878,0.014393939393939395
15,3,0.14545454545454545,0.020454545454545454
15,4,0.18787878787878787,0.02727272727272727
15,5,0.1787878787878788,0.03939393939393939
16,0,0.14015151515151514,0.0022727272727272726
16,1,0.16590909090909092,0.007575757575757576
16,2,0.2159090909090909,0.012121212121212121
16,3,0.1803030303030303,0.02196969696969697
16,4,0.20075757575757575,0.02803030303030303
16,5,0.2765151515151515,0.03787878787878788
17,0,0.09242424242424242,0.0022727272727272726
17,1,0.10606060606060606,0.003787878787878788
17,2,0.08787878787878788,0.009848484848484848
17,3,0.1590909090909091,0.013636363636363636
17,4,0.1734848484848485,0.01893939393939394
17,5,0.2053030303030303,0.029545454545454545
18,0,0.2,0.0022727272727272726
18,1,0.11969696969696969,0.008333333333333333
18,2,0.1053030303030303,0.015909090909090907
18,3,0.14166666666666666,0.01893939393939394
18,4,0.1553030303030303,0.03257575757575758
18,5,0.2015151515151515,0.041666666666666664
19,0,0.1696969696969697,0.0022727272727272726
19,1,0.1393939393939394,0.004545454545454545
19,2,0.17272727272727273,0.009848484848484848
19,3,0.1621212121212121,0.016666666666666666
19,4,0.13257575757575757,0.02196969696969697
19,5,0.13333333333333333,0.03106060606060606
20,0,0.12424242424242424,0.0022727272727272726
20,1,0.14772727272727273,0.006818181818181818
20,2,0.12045454545454545,0.015151515151515152
20,3,0.14696969696969697,0.017424242424242425
20,4,0.12272727272727273,0.021212121212121213
20,5,0.14469696969696969,0.025757575757575757
21,0,0.12121212121212122,0.0030303030303030303
21,1,0.1303030303030303,0.010606060606060607
21,2,0.19772727272727272,0.012121212121212121
21,3,0.20909090909090908,0.02196969696969697
21,4,0.23484848484848486,0.030303030303030304
21,5,0.22424242424242424,0.041666666666666664
22,0,0.17575757575757575,0.0022727272727272726
22,1,0.0893939393939394,0.005303030303030303
22,2,0.19166666666666668,0.010606060606060607
22,3,0.17954545454545454,0.020454545454545454
22,4,0.20303030303030303,0.025757575757575757
22,5,0.22575757575757577,0.03257575757575758
23,0,0.15757575757575756,0.0022727272727272726
23,1,0.14393939393939395,0.009848484848484848
23,2,0.1643939393939394,0.017424242424242425
23,3,0.12803030303030302,0.02196969696969697
23,4,0.15,0.02727272727272727
23,5,0.15303030303030302,0.035606060606060606
24,0,0.05227272727272727,0.0022727272727272726
24,1,0.11363636363636363,0.003787878787878788
24,2,0.12954545454545455,0.006818181818181818
24,3,0.12954545454545455,0.010606060606060607
24,4,0.1340909090909091,0.014393939393939395
24,5,0.16515151515151516,0.017424242424242425
25,0,0.22196969696969698,0.0030303030303030303
25,1,0.15454545454545454,0.010606060606060607
25,2,0.14545454545454545,0.020454545454545454
25,3,0.22954545454545455,0.026515151515151516
25,4,0.23030303030303031,0.04015151515151515
25,5,0.19166666666666668,0.05378787878787879
26,0,0.2825757575757576,0.0022727272727272726
26,1,0.1856060606060606,0.013636363636363636
26,2,0.22727272727272727,0.023484848484848483
26,3,0.23863636363636365,0.03106060606060606
26,4,0.2606060606060606,0.041666666666666664
26,5,0.27121212121212124,0.05454545454545454
27,0,0.15151515151515152,0.0022727272727272726
27,1,0.0946969696969697,0.00909090909090909
27,2,0.20681818181818182,0.016666666666666666
27,3,0.24015151515151514,0.02878787878787879
27,4,0.23333333333333334,0.041666666666666664
27,5,0.21893939393939393,0.05
28,0,0.14393939393939395,0.0022727272727272726
28,1,0.09772727272727273,0.006818181818181818
28,2,0.10909090909090909,0.016666666666666666
28,3,0.09090909090909091,0.023484848484848483
28,4,0.11969696969696969,0.026515151515151516
28,5,0.18636363636363637,0.02878787878787879
29,0,0.13863636363636364,0.0022727272727272726
29,1,0.08257575757575758,0.011363636363636364
29,2,0.0946969696969697,0.025
29,3,0.1712121212121212,0.03106060606060606
29,4,0.22575757575757577,0.04015151515151515
29,5,0.18712121212121213,0.048484848484848485
30,0,0.07651515151515151,0.0022727272727272726
30,1,0.06363636363636363,0.004545454545454545
30,2,0.08863636363636364,0.006060606060606061
30,3,0.1340909090909091,0.006818181818181818
30,4,0.26590909090909093,0.012878787878787878
30,5,0.24545454545454545,0.025
